onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
9.59	418.68	eeg/audiobook_1_2_shifted.npz.gz	eeg/t_audiobook_1_2.npz.gz	eeg/n/a	n/a	no_noise	100
