onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
5.47	832.98	eeg/audiobook_6_1.npz.gz	eeg/t_audiobook_6_1.npz.gz	eeg/noise_audiobook_6_1.npz.gz	n/a	in_noise	100.00
