onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
13.94	659.97	eeg/audiobook_12_1.npz.gz	eeg/t_audiobook_12_1.npz.gz	eeg/noise_audiobook_12_1.npz.gz	n/a	in_noise	100.00
