onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
13.14	912.48	eeg/podcast_17.npz.gz	eeg/t_podcast_17.npz.gz	eeg/noise_podcast_17.npz.gz	n/a	in_noise	100.00
