onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
5.86	772.65	eeg/podcast_16.npz.gz	eeg/t_podcast_16.npz.gz	eeg/noise_podcast_16.npz.gz	n/a	in_noise	100.00
