onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
6.01	813.39	eeg/audiobook_4.npz.gz	eeg/t_audiobook_4.npz.gz	eeg/noise_audiobook_4.npz.gz	n/a	in_noise	100.00
