onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
5.34	300.0	eeg/audiobook_1_artefact.npz.gz	eeg/t_audiobook_1_artefact.npz.gz	eeg/noise_audiobook_1.npz.gz	n/a	in_noise	100.00
