onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
10.89	703.47	eeg/podcast_13.npz.gz	eeg/t_podcast_13.npz.gz	eeg/noise_podcast_13.npz.gz	n/a	in_noise	100.00
