onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
8.09	909.63	eeg/audiobook_5_2.npz.gz	eeg/t_audiobook_5_2.npz.gz	eeg/noise_audiobook_5_2.npz.gz	n/a	in_noise	100.00
