onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
5.86	851.44	eeg/audiobook_13_2.npz.gz	eeg/t_audiobook_13_2.npz.gz	eeg/noise_audiobook_13_2.npz.gz	n/a	in_noise	100.00
