onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
6.79	880.98	eeg/audiobook_9_2.npz.gz	eeg/t_audiobook_9_2.npz.gz	eeg/noise_audiobook_9_2.npz.gz	n/a	in_noise	100.00
