onset	duration	stim_file	trigger_file	noise_file	video_file	condition	snr
6.95	962.79	eeg/podcast_34.npz.gz	eeg/t_podcast_34.npz.gz	eeg/noise_podcast_34.npz.gz	n/a	in_noise	100.00
